File,NEF,TIFF,Date Created,Date Modified,File Size,Image Size,Date Shot,Time Zone and Date,Image Quality,Artist,Copyright,Image Comment,Device,Lens,Focal Length,Focus Mode,AF-Area Mode,VR,AF Fine Tune,Aperture,Shutter Speed,Exposure Mode,Exposure Comp.,Exposure Tuning,Metering,ISO Sensitivity,Flash Device,Flash Sync Mode,Flash Mode,White Balance,Color Space,High ISO NR,Long Exposure NR,Active D-Lighting,Image Authentication,Vignette Control,Auto Distortion Control,Picture Control,Base,Quick Adjust,Sharpening,Contrast,Brightness,Saturation,Hue,Filter Effects,Toning,Optimize Image,Color Mode,Tone Comp.,Hue Adjustment,Saturation.1,Sharpening.1,Latitude,Longitude,Altitude,Altitude Reference,Heading,UTC,Map Datum,Scene Mode,Keywords
re6d3126et,http://193.205.194.113/RAISE/NEF/re6d3126et.NEF,http://193.205.194.113/RAISE/TIFF/re6d3126et.TIF,9/20/2014 20:00,8/15/2012 11:26,16.8 MB,L (4928 x 3264),26:42.2,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,200mm,Manual,Single,ON,OFF,f/16,1/80s,Manual,0EV,,Matrix,ISO 200,,,,"Cloudy, A3, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,-1,1,0,0,,,,,,,,,,,,,,,,,nature; outdoor
r3602d116t,http://193.205.194.113/RAISE/NEF/r3602d116t.NEF,http://193.205.194.113/RAISE/TIFF/r3602d116t.TIF,9/20/2014 20:00,8/15/2012 11:27,17.0 MB,L (4928 x 3264),27:09.4,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,200mm,Manual,Single,ON,OFF,f/14,1/80s,Manual,0EV,,Matrix,ISO 200,,,,"Cloudy, A3, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,-1,1,0,0,,,,,,,,,,,,,,,,,nature; outdoor
rda3a8fect,http://193.205.194.113/RAISE/NEF/rda3a8fect.NEF,http://193.205.194.113/RAISE/TIFF/rda3a8fect.TIF,9/20/2014 20:00,8/15/2012 11:27,17.3 MB,L (4928 x 3264),27:38.6,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,200mm,Manual,Single,ON,OFF,f/14,1/80s,Manual,0EV,,Matrix,ISO 200,,,,"Cloudy, A3, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,-1,1,0,0,,,,,,,,,,,,,,,,,nature; outdoor
refad7420t,http://193.205.194.113/RAISE/NEF/refad7420t.NEF,http://193.205.194.113/RAISE/TIFF/refad7420t.TIF,9/20/2014 20:00,8/15/2012 11:27,16.9 MB,L (4928 x 3264),27:55.2,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,200mm,Manual,Single,ON,OFF,f/18,1/80s,Manual,0EV,,Matrix,ISO 200,,,,"Cloudy, A3, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,-1,1,0,0,,,,,,,,,,,,,,,,,nature; outdoor
rbcc1d560t,http://193.205.194.113/RAISE/NEF/rbcc1d560t.NEF,http://193.205.194.113/RAISE/TIFF/rbcc1d560t.TIF,9/20/2014 20:00,8/15/2012 11:29,17.2 MB,L (4928 x 3264),29:06.7,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,200mm,Manual,Single,ON,OFF,f/14,1/80s,Manual,0EV,,Matrix,ISO 200,,,,"Cloudy, A3, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,-1,1,0,0,,,,,,,,,,,,,,,,,nature; outdoor
r9ab99c3ct,http://193.205.194.113/RAISE/NEF/r9ab99c3ct.NEF,http://193.205.194.113/RAISE/TIFF/r9ab99c3ct.TIF,9/20/2014 20:01,8/15/2012 11:45,17.6 MB,L (4928 x 3264),45:48.6,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,200mm,AF-A,Auto,ON,OFF,f/13,1/125s,Manual,0EV,,Matrix,ISO 200,,,,"Cloudy, A3, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,-1,1,0,0,,,,,,,,,,,,,,,,,nature; outdoor
raa47365at,http://193.205.194.113/RAISE/NEF/raa47365at.NEF,http://193.205.194.113/RAISE/TIFF/raa47365at.TIF,9/20/2014 20:01,8/15/2012 12:02,17.1 MB,L (4928 x 3264),02:35.2,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,170mm,Manual,Single,ON,OFF,f/5.6,1/125s,Manual,0EV,,Matrix,ISO 200,,,,"Cloudy, A3, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,-1,1,0,0,,,,,,,,,,,,,,,,,nature; outdoor
rc69ae34dt,http://193.205.194.113/RAISE/NEF/rc69ae34dt.NEF,http://193.205.194.113/RAISE/TIFF/rc69ae34dt.TIF,9/20/2014 20:02,8/15/2012 14:38,21.8 MB,L (4928 x 3264),38:26.1,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,28mm,AF-A,Auto,ON,OFF,f/9,1/50s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, A3, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,-1,1,0,0,,,,,,,,,,,,,,,,,nature; outdoor
r3767e64ct,http://193.205.194.113/RAISE/NEF/r3767e64ct.NEF,http://193.205.194.113/RAISE/TIFF/r3767e64ct.TIF,9/20/2014 20:07,8/16/2012 10:43,20.5 MB,L (4928 x 3264),43:05.9,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,200mm,AF-A,Auto,ON,OFF,f/5.6,1/640s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, A3, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,-1,1,0,0,,,,,,,,,,,,,,,,,nature; outdoor
r381a88d3t,http://193.205.194.113/RAISE/NEF/r381a88d3t.NEF,http://193.205.194.113/RAISE/TIFF/r381a88d3t.TIF,9/20/2014 20:07,8/16/2012 10:49,20.7 MB,L (4928 x 3264),48:59.3,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/3.5,1/25s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, A3, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,-1,1,0,0,,,,,,,,,,,,,,,,,nature; outdoor
r645823eft,http://193.205.194.113/RAISE/NEF/r645823eft.NEF,http://193.205.194.113/RAISE/TIFF/r645823eft.TIF,9/20/2014 20:14,8/26/2012 13:42,17.6 MB,L (4928 x 3264),42:42.9,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,130mm,AF-A,Auto,ON,OFF,f/13,1/125s,Manual,0EV,,Matrix,ISO 250,,,,"Cloudy, A3, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,6,2,1,0,1,,,,,,,,,,,,,,,,,nature; outdoor
rd007cdaat,http://193.205.194.113/RAISE/NEF/rd007cdaat.NEF,http://193.205.194.113/RAISE/TIFF/rd007cdaat.TIF,9/20/2014 20:33,8/2/2012 15:15,17.5 MB,L (4928 x 3264),15:01.5,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,200mm,AF-A,Auto,OFF,OFF,f/32,1/13s,Manual,0EV,,Spot,ISO 320,,,,"Direct sunlight, A6, M1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,8,1,0,0,0,,,,,,,,,,,,,,,,,nature; outdoor
rc9316ecct,http://193.205.194.113/RAISE/NEF/rc9316ecct.NEF,http://193.205.194.113/RAISE/TIFF/rc9316ecct.TIF,9/20/2014 21:21,2/19/2012 9:52,8.99 MB,L (4288 x 2848),52:06.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,AF-A,Auto,ON,,f/7.1,1/800s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,-,8,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,nature; outdoor
raf8b0136t,http://193.205.194.113/RAISE/NEF/raf8b0136t.NEF,http://193.205.194.113/RAISE/TIFF/raf8b0136t.TIF,9/20/2014 21:36,1/2/2012 1:23,21.2 MB,L (4928 x 3264),23:00.7,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,200mm,AF-A,Auto,ON,OFF,f/10,1/400s,Aperture Priority,0EV,,Matrix,ISO 400,,,,"Shade, B3, M1",sRGB,ON (Low),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,9,3,0,2,1,,,,,,,,,,,,,,,,,nature; outdoor
r1618da9dt,http://193.205.194.113/RAISE/NEF/r1618da9dt.NEF,http://193.205.194.113/RAISE/TIFF/r1618da9dt.TIF,9/20/2014 21:39,1/2/2012 13:25,22.1 MB,L (4928 x 3264),25:00.5,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,200mm,AF-A,Auto,ON,OFF,f/5.6,1/25s,Manual,0EV,,Matrix,ISO 6400,,,,"Shade, B3, M1",sRGB,ON (Low),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,9,3,0,2,1,,,,,,,,,,,,,,,,,nature; outdoor
r94f061eft,http://193.205.194.113/RAISE/NEF/r94f061eft.NEF,http://193.205.194.113/RAISE/TIFF/r94f061eft.TIF,9/20/2014 21:39,1/2/2012 13:25,20.6 MB,L (4928 x 3264),25:38.5,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,200mm,AF-A,Auto,ON,OFF,f/5.6,1/15s,Manual,0EV,,Matrix,ISO 6400,,,,"Shade, B3, M1",sRGB,ON (Low),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,9,3,0,2,1,,,,,,,,,,,,,,,,,nature; outdoor
ra6e53ca7t,http://193.205.194.113/RAISE/NEF/ra6e53ca7t.NEF,http://193.205.194.113/RAISE/TIFF/ra6e53ca7t.TIF,9/20/2014 21:39,1/2/2012 13:26,19.9 MB,L (4928 x 3264),26:13.5,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,200mm,AF-A,Auto,ON,OFF,f/5.6,1/20s,Manual,0EV,,Matrix,ISO 6400,,,,"Shade, B3, M1",sRGB,ON (Low),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,9,3,0,2,1,,,,,,,,,,,,,,,,,nature; outdoor
rb107bbb5t,http://193.205.194.113/RAISE/NEF/rb107bbb5t.NEF,http://193.205.194.113/RAISE/TIFF/rb107bbb5t.TIF,9/20/2014 21:39,1/2/2012 13:28,21.9 MB,L (4928 x 3264),28:14.5,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,200mm,AF-A,Auto,ON,OFF,f/5.6,1/60s,Aperture Priority,0EV,,Matrix,ISO 6400,Built-in Flash,Front Curtain,"i-TTL-BL, 0EV","Shade, B3, M1",sRGB,ON (Low),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,9,3,0,2,1,,,,,,,,,,,,,,,,,nature; outdoor
r5ac60ddet,http://193.205.194.113/RAISE/NEF/r5ac60ddet.NEF,http://193.205.194.113/RAISE/TIFF/r5ac60ddet.TIF,9/20/2014 21:39,1/3/2012 0:35,22.0 MB,L (4928 x 3264),35:12.7,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,200mm,AF-A,Auto,ON,OFF,f/11,1/4000s,Manual,0EV,,Matrix,ISO 6400,,,,"Shade, B3, M1",sRGB,ON (Low),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,9,3,0,2,1,,,,,,,,,,,,,,,,,nature; outdoor
ra0664463t,http://193.205.194.113/RAISE/NEF/ra0664463t.NEF,http://193.205.194.113/RAISE/TIFF/ra0664463t.TIF,9/20/2014 21:39,1/3/2012 0:36,21.9 MB,L (4928 x 3264),36:09.7,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,200mm,AF-A,Auto,ON,OFF,f/11,1/8000s,Manual,0EV,,Matrix,ISO 6400,,,,"Shade, B3, M1",sRGB,ON (Low),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,9,3,0,2,1,,,,,,,,,,,,,,,,,nature; outdoor
r2dba464at,http://193.205.194.113/RAISE/NEF/r2dba464at.NEF,http://193.205.194.113/RAISE/TIFF/r2dba464at.TIF,9/20/2014 21:40,1/3/2012 0:37,22.2 MB,L (4928 x 3264),37:32.9,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,200mm,AF-A,Auto,ON,OFF,f/8,1/8000s,Manual,0EV,,Matrix,ISO 6400,,,,"Shade, B3, M1",sRGB,ON (Low),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,9,3,0,2,1,,,,,,,,,,,,,,,,,nature; outdoor
ra27f89b4t,http://193.205.194.113/RAISE/NEF/ra27f89b4t.NEF,http://193.205.194.113/RAISE/TIFF/ra27f89b4t.TIF,9/20/2014 21:40,1/3/2012 0:39,22.3 MB,L (4928 x 3264),39:09.6,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,200mm,AF-A,Auto,ON,OFF,f/8,1/8000s,Manual,0EV,,Matrix,ISO 6400,,,,"Shade, B3, M1",sRGB,ON (Low),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,9,3,0,2,1,,,,,,,,,,,,,,,,,nature; outdoor
r7defe377t,http://193.205.194.113/RAISE/NEF/r7defe377t.NEF,http://193.205.194.113/RAISE/TIFF/r7defe377t.TIF,9/20/2014 21:40,1/3/2012 0:41,21.8 MB,L (4928 x 3264),41:48.4,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,200mm,AF-A,Auto,ON,OFF,f/8,1/8000s,Manual,0EV,,Matrix,ISO 6400,,,,"Shade, B3, M1",sRGB,ON (Low),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,9,3,0,2,1,,,,,,,,,,,,,,,,,nature; outdoor
r094cf3c6t,http://193.205.194.113/RAISE/NEF/r094cf3c6t.NEF,http://193.205.194.113/RAISE/TIFF/r094cf3c6t.TIF,9/20/2014 21:40,1/3/2012 0:42,22.0 MB,L (4928 x 3264),42:28.0,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,40mm,AF-A,Auto,ON,OFF,f/6.3,1/8000s,Manual,0EV,,Matrix,ISO 6400,,,,"Shade, B3, M1",sRGB,ON (Low),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,9,3,0,2,1,,,,,,,,,,,,,,,,,nature; outdoor
r83c46cbbt,http://193.205.194.113/RAISE/NEF/r83c46cbbt.NEF,http://193.205.194.113/RAISE/TIFF/r83c46cbbt.TIF,9/20/2014 21:49,6/27/2012 5:29,10.3 MB,L (4288 x 2848),29:30.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,AF-A,Auto,ON,,f/13,1/320s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
r27d60243t,http://193.205.194.113/RAISE/NEF/r27d60243t.NEF,http://193.205.194.113/RAISE/TIFF/r27d60243t.TIF,9/20/2014 21:49,6/27/2012 5:31,9.54 MB,L (4288 x 2848),31:35.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,42mm,AF-A,Auto,ON,,f/4.8,1/4000s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
rdd91980et,http://193.205.194.113/RAISE/NEF/rdd91980et.NEF,http://193.205.194.113/RAISE/TIFF/rdd91980et.TIF,9/20/2014 21:52,3/11/2012 9:47,8.81 MB,L (4288 x 2848),47:30.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,Manual,Single,ON,,f/5.6,1/500s,Aperture Priority,0EV,,Matrix,0.3EV under 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,-,7,Active D-Lighting,Active D-Lighting,2,1,,,,,,,,,,,,,,,,,nature; outdoor
ra605fb87t,http://193.205.194.113/RAISE/NEF/ra605fb87t.NEF,http://193.205.194.113/RAISE/TIFF/ra605fb87t.TIF,9/20/2014 21:52,3/11/2012 9:49,9.15 MB,L (4288 x 2848),49:45.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,Manual,Single,ON,,f/5.6,1/320s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,-,7,Active D-Lighting,Active D-Lighting,2,1,,,,,,,,,,,,,,,,,nature; outdoor
r4b34cdeat,http://193.205.194.113/RAISE/NEF/r4b34cdeat.NEF,http://193.205.194.113/RAISE/TIFF/r4b34cdeat.TIF,9/20/2014 21:53,3/11/2012 10:01,8.48 MB,L (4288 x 2848),01:53.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,Manual,Single,ON,,f/5.6,1/80s,Aperture Priority,+1.3EV,,Matrix,1EV under 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,-,7,Active D-Lighting,Active D-Lighting,2,1,,,,,,,,,,,,,,,,,nature; outdoor
rf1a9430bt,http://193.205.194.113/RAISE/NEF/rf1a9430bt.NEF,http://193.205.194.113/RAISE/TIFF/rf1a9430bt.TIF,9/20/2014 21:56,3/31/2012 2:40,10.9 MB,L (4288 x 2848),40:15.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,62mm,AF-A,Auto,ON,,f/14,1/15s,Aperture Priority,0EV,,Matrix,Auto (ISO 2800),,,,"Auto, 0, 0",Adobe RGB,ON (High),OFF,Low,,,,[VI] VIVID,[VI] VIVID,-,7,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,nature; outdoor
rd5608735t,http://193.205.194.113/RAISE/NEF/rd5608735t.NEF,http://193.205.194.113/RAISE/TIFF/rd5608735t.TIF,9/20/2014 21:57,3/31/2012 4:26,11.8 MB,L (4288 x 2848),26:25.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,AF-S,Auto,ON,,f/10,1/1600s,Programmed Auto,0EV,,Matrix,Auto (ISO 2500),,,,"Auto, 0, 0",Adobe RGB,ON (High),OFF,Low,,,,[VI] VIVID,[VI] VIVID,-,7,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,nature; outdoor
rc64da437t,http://193.205.194.113/RAISE/NEF/rc64da437t.NEF,http://193.205.194.113/RAISE/TIFF/rc64da437t.TIF,9/20/2014 21:59,3/31/2012 5:38,10.9 MB,L (4288 x 2848),38:21.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,52mm,AF-S,Auto,ON,,f/16,1/1000s,Programmed Auto,0EV,,Matrix,Auto (ISO 2500),,,,"Auto, 0, 0",Adobe RGB,ON (High),OFF,Low,,,,[VI] VIVID,[VI] VIVID,-,7,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,nature; outdoor
rf5c51ae1t,http://193.205.194.113/RAISE/NEF/rf5c51ae1t.NEF,http://193.205.194.113/RAISE/TIFF/rf5c51ae1t.TIF,9/20/2014 22:08,3/31/2012 7:44,10.5 MB,L (4288 x 2848),44:26.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,66mm,AF-S,Auto,ON,,f/16,1/2500s,Programmed Auto*,0EV,,Matrix,Auto (ISO 2500),,,,"Auto, 0, 0",Adobe RGB,ON (High),OFF,Low,,,,[VI] VIVID,[VI] VIVID,-,7,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,landscape; nature; outdoor
ra6a8c6edt,http://193.205.194.113/RAISE/NEF/ra6a8c6edt.NEF,http://193.205.194.113/RAISE/TIFF/ra6a8c6edt.TIF,9/20/2014 22:17,3/31/2012 12:33,12.2 MB,L (4288 x 2848),33:48.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-S,Auto,ON,,f/8,1/800s,Aperture Priority,0EV,,Matrix,Auto (ISO 2500),,,,"Auto, 0, 0",Adobe RGB,ON (High),OFF,Low,,,,[VI] VIVID,[VI] VIVID,-,7,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,nature; outdoor
rae3a362bt,http://193.205.194.113/RAISE/NEF/rae3a362bt.NEF,http://193.205.194.113/RAISE/TIFF/rae3a362bt.TIF,9/20/2014 22:17,3/31/2012 12:36,10.5 MB,L (4288 x 2848),36:11.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,34mm,AF-S,Auto,ON,,f/8,1/2000s,Aperture Priority,0EV,,Matrix,Auto (ISO 2500),,,,"Cloudy, 0, 0",Adobe RGB,ON (High),OFF,Low,,,,[VI] VIVID,[VI] VIVID,-,7,Active D-Lighting,Active D-Lighting,3,0,,,,,,,,,,,,,,,,,buildings; nature; outdoor
r23beab04t,http://193.205.194.113/RAISE/NEF/r23beab04t.NEF,http://193.205.194.113/RAISE/TIFF/r23beab04t.TIF,9/20/2014 22:17,3/31/2012 12:36,10.8 MB,L (4288 x 2848),36:23.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,AF-S,Auto,ON,,f/8,1/250s,Aperture Priority,0EV,,Matrix,Auto (ISO 2500),,,,"Cloudy, 0, 0",Adobe RGB,ON (High),OFF,Low,,,,[VI] VIVID,[VI] VIVID,-,7,Active D-Lighting,Active D-Lighting,3,0,,,,,,,,,,,,,,,,,nature; outdoor
r55a12137t,http://193.205.194.113/RAISE/NEF/r55a12137t.NEF,http://193.205.194.113/RAISE/TIFF/r55a12137t.TIF,9/20/2014 22:17,3/31/2012 12:36,11.0 MB,L (4288 x 2848),36:29.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,70mm,AF-S,Auto,ON,,f/8,1/500s,Aperture Priority,0EV,,Matrix,Auto (ISO 2500),,,,"Cloudy, 0, 0",Adobe RGB,ON (High),OFF,Low,,,,[VI] VIVID,[VI] VIVID,-,7,Active D-Lighting,Active D-Lighting,3,0,,,,,,,,,,,,,,,,,nature; outdoor
r1297fd0bt,http://193.205.194.113/RAISE/NEF/r1297fd0bt.NEF,http://193.205.194.113/RAISE/TIFF/r1297fd0bt.TIF,9/20/2014 22:17,3/31/2012 12:36,11.0 MB,L (4288 x 2848),36:32.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,70mm,AF-S,Auto,ON,,f/8,1/250s,Aperture Priority,0EV,,Matrix,Auto (ISO 2500),,,,"Cloudy, 0, 0",Adobe RGB,ON (High),OFF,Low,,,,[VI] VIVID,[VI] VIVID,-,7,Active D-Lighting,Active D-Lighting,3,0,,,,,,,,,,,,,,,,,nature; outdoor
r6e198a14t,http://193.205.194.113/RAISE/NEF/r6e198a14t.NEF,http://193.205.194.113/RAISE/TIFF/r6e198a14t.TIF,9/20/2014 22:18,3/31/2012 12:36,11.2 MB,L (4288 x 2848),36:37.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,75mm,AF-S,Auto,ON,,f/8,1/400s,Aperture Priority,0EV,,Matrix,Auto (ISO 2500),,,,"Cloudy, 0, 0",Adobe RGB,ON (High),OFF,Low,,,,[VI] VIVID,[VI] VIVID,-,7,Active D-Lighting,Active D-Lighting,3,0,,,,,,,,,,,,,,,,,nature; outdoor
